quote_entry,quoted_smiles,HIPPO Compound ID (xx01zvns2b),HIPPO Compound ID (a71ev2a),HIPPO Compound ID (d68ev3c)
EN300-44828997,CC(C)(C)OC(=O)N1C[C@H]2CC[C@@H](N)[C@H](O)[C@H]21,148194,,
EN300-19578375,O=C(O)c1nccc2c1OCC2,148428,,
EN300-13430,CC(=O)c1c(C)nc2ccccc2c1N,148447,,
EN300-132849,Cc1nc2ccccc2c(N)c1C(C)C,148450,,
EN300-28247275,CC(C)Cc1ccnc(C(=O)O)c1F,148429,,
EN300-114739,COc1ccc2[nH]c(=O)cc(N)c2c1.Cl,148463,,
EN300-7543523,Cl.O=C(O)c1cc2c(cn1)COCC2,148430,,
EN300-133386,Cc1cc(N)c2cc([N+](=O)[O-])ccc2n1,148467,,
EN300-7438447,Nc1ccnc2ccc(C(F)(F)F)cc12,148452,,
EN300-100279,CC(N)Cc1ccncc1,49752,,
EN300-37267081,Cl.O=C(O)Cc1cncn1C1CC1,148672,,
EN300-137227,Cl.Cl.NCC(=O)c1ccncc1,148687,,
EN300-318119,Cl.Cl.NCC(O)c1ccncc1,148691,,
EN300-220628,Cn1cnc2c1C(C(=O)O)CC(=O)N2,148677,,
EN300-1440097,Cc1cc(CCN)ccn1.Cl.Cl,148694,,
EN300-7433038,Cl.Cl.NCC(CCO)c1ccncc1,145594,,
EN300-5036034,CCC(C)(CN)c1ccncc1,145595,,
EN300-27747959,Br.Br.CC(C)(CN)c1cc[nH]c(=O)c1,145598,,
EN300-333466,Cl.Cl.NC(CO)C(O)c1ccncc1,148720,,
EN300-37332522,Cl.Cl.NCCc1ccn2ccnc2c1,148710,,
EN300-1425956,CC1CCCn2c(CC(=O)O)cnc21.Cl,148673,,
EN300-37396189,Cl.Cl.NCCc1ccncc1Cl,148690,,
EN300-708755,NCCc1ccncc1Br,148686,,
EN300-46971521,Cc1nc2c(n1C)C(C(=O)O)CCC2.Cl,148674,,
EN300-67434,CC(N)C(O)c1ccncc1.Cl.Cl,148706,,
EN300-1233420,CC(O)(CN)c1ccncc1,145592,,
EN300-123881,CC(C)(CN)c1ccncc1,135559,,
EN300-174555,Cl.Cl.NC(CO)Cc1ccncc1,128570,,
EN300-6498446,Cl.NCCc1c(Br)cncc1Br,148697,,
EN300-26864016,Cl.NCCc1c(Cl)cncc1Cl,148704,,
EN300-45645596,Cl.Cl.NCCc1ccnc(Cl)c1F,148700,,
EN300-220945,COC(=O)C(N)Cc1ccncc1.Cl.Cl,128497,,
EN300-190283,Cl.Cn1cncc1C(O)C(=O)O,148679,,
EN300-101263,CCOC(=O)C(N)Cc1ccncc1.Cl.Cl,148739,,
EN300-7431380,COC(=O)C(N)Cc1ccnc(Br)c1,148741,,
EN300-33036463,COC(=O)C(C)(N)Cc1ccncc1.Cl.Cl,148742,,
EN300-1817108,C=C(CN)c1ccncc1F,148705,,
EN300-8610349,Cc1nc2n(c1CC(=O)O)CCCC2,148675,,
EN300-331428,CCOC(=O)C(N)C(O)c1ccncc1.Cl.Cl,148749,,
EN300-132165,Cl.Cl.NC(Cc1ccncc1)CC1CCCC1,148750,,
EN300-645611,NCC1(c2ccncc2)COC1,145593,,
EN300-45479038,COC(=O)C(N)Cc1cc(F)nc(F)c1.Cl,148753,,
EN300-51763560,COc1cc(C[C@@H](C)N)ccn1.Cl,148718,,
EN300-192809,CN(C)C(C(=O)O)c1cncn1C.Cl.Cl,148683,,
EN300-305028,O=C(O)C1CCCn2cncc21,148676,,
EN300-37456316,Cl.Cn1cncc1C1(C(=O)O)CC1,148680,,
EN300-1839949,CC(C)(CN)c1ccncc1F,148719,,
EN300-1837898,COc1cc(CCN)cc(C)n1,148758,,
EN300-179524,Cl.O=C(O)Cc1cncn1Cc1ccccc1,148682,,
EN300-322248,Cl.Cl.NCCc1ccnc(O)c1,148688,,
EN300-26675654,Cl.Cl.NCCc1ccnc(Cl)c1,148692,,
EN300-28243910,CCOC(=O)C(N)Cc1ccnc(F)c1.Cl,148759,,
EN300-253241,COc1cc(CCN)ccn1.Cl.Cl,148703,,
EN300-1907309,CC(CN)c1ccncc1Br,148696,,
EN300-27701506,Cl.NCCc1ccnc(C(F)(F)F)c1,148763,,
EN300-122976,Cl.Cl.NCC1(c2ccncc2)CCCC1,145602,,
EN300-27160311,Br.NC(CO)Cc1cc(Br)nc(Br)c1,148736,,
EN300-1817678,NCC1(c2ccncc2F)CCC1,148735,,
EN300-1827403,COc1cc(C(C)(C)CN)ccn1,145603,,
EN300-269534,CC(C)(C)OC(=O)C(N)Cc1ccncc1,148769,,
EN300-20885449,CC(C)(N)Cc1ccncc1.Cl.Cl,148699,,
EN300-23908054,Cl.NCCc1c(F)cncc1F,148698,,
EN300-6763758,CCCOC(=O)C(N)Cc1ccnc(Br)c1,148768,,
EN300-27102638,Cl.Cl.NCCc1ccnc(Oc2ccccc2)c1,148772,,
EN300-1849738,COc1cc(C2(CN)CCC2)ccn1,145599,,
EN300-27145277,CCOC(=O)C(N)Cc1ccnc([N+](=O)[O-])c1.Cl,148779,,
EN300-7433702,Cl.NC(Cc1ccncc1)c1ccc(Cl)c(Cl)c1,148774,,
EN300-62743,NC1CCN(CCc2ccncc2)CC1,148782,,
EN300-61432,CCOC(CN)(OCC)c1ccncc1,148765,,
EN300-7473216,Cl.Cl.Cl.NC(Cc1ccncc1)c1ccncc1,148785,,
EN300-33037441,Cl.Cl.Fc1cncc(Cl)c1CC1CCCCN1,148764,,
EN300-45645614,CC(C)n1cncc1CC(=O)O.Cl,148671,,
EN300-45168284,CCn1cncc1CC(=O)O.Cl,148678,,
EN300-704125,CC(C)(C)OC(=O)N1CCc2ccnc(N)c2C1,148788,,
EN300-6739240,CCOC(=O)C(N)Cc1ccnc(Br)c1Br,148767,,
EN300-27736483,Cl.O=C(O)Cc1cnc2n1CCOC2,148681,,
EN300-260637,Cl.Cl.Cn1cnc(N)c1,132714,,
EN300-2009536,Cl.Cn1cncc1N,149322,,
EN300-21334,CCCC(=O)O,129548,,
EN300-24829,C=C(C)C(=O)O,149263,,
EN300-21306,CC(=O)C(=O)O,130370,,
EN300-7352827,Cc1ncc(N)n1C.Cl,149323,,
EN300-181492,C=CC(O)C(=O)O,149264,,
EN300-131354,CC(C)(Cl)C(=O)O,149265,,
EN300-130047,N#Cc1nc[nH]c1N,149325,,
EN300-201388,C=CC(Cl)C(=O)O,149266,,
EN300-344153,O=C(O)[C@H]1C[C@H]1Br,149267,,
EN300-148001,C=C1CC1C(=O)O,149268,,
EN300-27738,CCC(O)C(=O)O,149269,,
EN300-222826,Cc1ncn(C)c1N.Cl,149326,,
EN300-1084754,O=C(O)[C@@H](Br)CO,149270,,
EN300-21285,CC(C)(C)C(=O)O,149271,,
EN300-817866,CCn1cnc(N)c1.Cl,149324,,
EN300-97758,O=C(O)CCF,129202,,
EN300-19718,CC(C)CC(=O)O,129108,,
EN300-59285,CC(C)(O)C(=O)O,149272,,
EN300-6488811,CC(F)CC(=O)O,149273,,
EN300-112366,C=C(C)CC(=O)O,149276,,
EN300-7462451,C=C(Br)CC(=O)O,149277,,
EN300-19244,CCC(Br)C(=O)O,149278,,
EN300-1600558,O=C(O)C1CC1Cl,149279,,
EN300-148687,CC(C)(S)C(=O)O,149280,,
EN300-147181,C=C(CC)C(=O)O,149282,,
EN300-122010,CCC(F)C(=O)O,149283,,
EN300-343730,O=C(O)[C@@H]1C[C@@H]1F,149285,,
EN300-147050,C=C(CO)C(=O)O,149286,,
EN300-20514,CC1CC1C(=O)O,149287,,
EN300-64825,C=CCCC(=O)O,149288,,
EN300-19715,O=C(O)C(Br)CBr,149289,,
EN300-95625,CC(C)(Br)C(=O)O,149290,,
EN300-97485,C=C(I)CC(=O)O,149291,,
EN300-1849549,O=C(O)C(O)CF,149292,,
EN300-104349,C#CC(C)C(=O)O,149294,,
EN300-146594,CC(S)CC(=O)O,149295,,
EN300-19245,CC(Cl)CC(=O)O,149296,,
EN300-20750,CCC(Cl)C(=O)O,149298,,
EN300-255018,Cn1cnc(N)c1C#N,149327,,
EN300-24805,O=C(O)CCCCl,149299,,
EN300-252408,Nc1nc[nH]c1[N+](=O)[O-],149329,,
EN300-37339074,Cc1nc(C)n(C)c1N.Cl,149330,,
EN300-95094,O=C(O)C1CSC1,149300,,
EN300-6750988,CC(C)n1cnc(N)c1.Cl.Cl,149331,,
EN300-20885369,Cl.Nc1cnc2n1CCC2,149332,,
EN300-144125,O=C(O)CCCI,149301,,
EN300-139873,CC(ON)C(=O)O.Cl,149302,,
EN300-95556,CC(C)(F)C(=O)O,129808,,
EN300-85760,O=C(O)C1CCO1,149303,,
EN300-124479,O=C(O)C1=CCC1,149304,,
EN300-22354,O=C(O)CCCS,149305,,
EN300-64536,COCCC(=O)O,149306,,
EN300-91800,CC(CS)C(=O)O,149307,,
EN300-307043,CC(CF)C(=O)O,149308,,
EN300-55348,O=C(O)C1(F)CC1,149309,,
EN300-118360,CC1=CC1C(=O)O,149310,,
EN300-96585,CC(F)(F)C(=O)O,149281,,
EN300-51257,COC(C)C(=O)O,149311,,
EN300-1710070,CCCn1cnc(N)c1.Cl,149336,,
EN300-370249,C/C=C(\C)C(=O)O,149312,,
EN300-35769,O=C(O)CC1CC1,149313,,
EN300-147245,CC(CBr)C(=O)O,127156,,
EN300-151433,CC1(C(=O)O)CO1,149275,,
EN300-27063,CCC(C)C(=O)O,149315,,
EN300-7447621,C=C=CCC(=O)O,149274,,
EN300-25702,O=C(O)C1(O)CC1,149316,,
EN300-78700,CC1(C(=O)O)CC1,149317,,
EN300-19025,O=C(O)C1CCC1,132266,,
EN300-16207,CSCCC(=O)O,149318,,
EN300-33131600,O=C(O)C1(I)CC1,149319,,
EN300-6729493,Cn1cnc(C#N)c1N,149335,,
EN300-189697,O=C(O)C(O)CBr,149297,,
EN300-243981,O=C(O)CCCF,149320,,
EN300-37339903,CCn1c(C)nc(C)c1N.Cl,149339,,
EN300-37267741,Cl.Nc1cn2ncccc2n1,149342,,
EN300-2520800,Nc1cn2cccnc2n1,149343,,
EN300-84495,CCc1ncn(C)c1N.Cl,149328,,
EN300-6766798,Cn1cnc(N)c1C(=O)[O-].[Na+],149338,,
EN300-113775,COC(=O)c1nc[nH]c1N,149344,,
EN300-45607250,CC(C)Cn1cnc(N)c1.Cl.Cl,149345,,
EN300-249675,Cn1cnc([N+](=O)[O-])c1N,149337,,
EN300-120547,Cl.NOCCC(=O)O,149314,,
EN300-7426125,Cc1ncc(N)n1CC#N.Cl,149347,,
EN300-6491496,Cl.Cl.Nc1cn(CC2CC2)cn1,149348,,
EN300-66985,O=CCCC(=O)O,149321,,
EN300-115626,C#CCCC(=O)O,149293,,
EN300-90870,O=C(O)CC(F)F,149284,,
EN300-2106777,Nc1cn2nc(Cl)ccc2n1,149354,,
EN300-37341492,Cc1nc(C)n(C(C)C)c1N.Cl,149355,,
EN300-7715992,Nc1[nH]cnc1-c1nn[nH]n1,149356,,
EN300-37370496,Cc1nc(C)n(C2CC2)c1N.Cl,149353,,
EN300-72338,N#Cc1c(N)nc2n1CCS2,149357,,
EN300-197873,Cc1nc(N)c(C#N)n1C,149340,,
EN300-7319436,Cc1nc(C#N)c(N)n1C,149341,,
EN300-380716,Cc1nc2cnccn2c1N,149365,,
EN300-37345594,CCCn1c(C)nc(C)c1N.Cl,149350,,
EN300-6472783,Cl.Cl.Nc1cn(CC(F)(F)F)cn1,149361,,
EN300-80662,CCOC(=O)c1[nH]cnc1N,149351,,
EN300-275759,Cn1cnc(N)c1S(N)(=O)=O,149360,,
EN300-6758608,Cl.Nc1cnc2n1CCOC2,149364,,
EN300-2520799,Nc1cn2ccncc2n1,149363,,
EN300-321689,CCOC(=O)c1nc(N)c[nH]1.Cl,149369,,
EN300-261814,COC(=O)c1c(N)ncn1C,149349,,
EN300-231732,Cc1nc(N)c([N+](=O)[O-])n1C,149352,,
EN300-52429873,Cl.Cl.Nc1cnc2ncc(Br)cn12,149376,,
EN300-1725091,CCOC(=O)c1nc(N)cn1C.Cl,149367,,
EN300-754535,N#Cc1c(N)nc2n1CCOC2,149366,,
EN300-7355559,Cc1ncc(N)n1CC(F)(F)F.Cl,149374,,
EN300-2976283,Nc1cnc2cnc(Br)cn12,149380,,
EN300-20156,,,283835,
EN300-1244016,CCC=C1CCNC1,,285705,
EN300-5416524,,,284591,
EN300-267642,CC(O)c1cncc(F)c1,,290020,
EN300-1725142,Cn1nc(C(=O)O)c2cc(F)ccc21,,282946,
EN300-46897099,CC(N)Cc1cocn1.Cl.Cl,,282967,
EN300-7493904,Cc1ocnc1CCN.Cl,,282956,
EN300-4338650,O=C(O)C(F)n1cc(Br)cn1,,289508,
EN300-694927,NCCN1CCC(NS(=O)(=O)C2CC2)CC1,,289509,
EN300-4274866,Cn1ncc2ccc(C=O)cc21,,289693,
EN300-25898489,Cl.Cl.Cn1ccc(-c2ccc(CN)cc2)n1,,289719,
EN300-45684307,Cl.Cl.Cn1nccc1-c1ccc(CN)cc1,,289720,
EN300-28653388,Cc1c(C=O)ccc2cnn(C)c12,,289694,
EN300-191295,Cn1ncc2ccc(C(=O)O)cc21,,289695,
EN300-7415548,Cc1c2ccc(C=O)cc2nn1C,,289696,
EN300-7406641,Cn1cc2ccc(C(=O)O)cc2n1,,289697,
EN300-27081224,CCn1cc2ccc(C(=O)O)cc2n1,,289698,
EN300-215407,COC(=O)c1ccc2cnn(C)c2c1,,289699,
EN300-19493896,Cn1nc2cc(C(=O)O)ccc2c1Br,,289700,
EN300-26869805,Cn1ncc2ccc(C(=O)O)c(Cl)c21,,289701,
EN300-187938,Cn1ncc2c(O)cc(C(=O)O)cc21,,289702,
EN300-265448,CCn1ncc2ccc(C(=O)O)cc21,,289703,
EN300-24218156,Cc1nn(C)c2cc(C(=O)O)ccc12,,289704,
EN300-28737041,Cc1c(C(=O)O)ccc2cnn(C)c12,,289705,
EN300-29324611,Cn1ncc2ccc(C(=O)O)c(Br)c21,,289706,
EN300-28736258,Cc1c(C(=O)O)ccc2cn(C)nc12,,289707,
EN300-7377622,COC(=O)c1ccc2cn(C)nc2c1,,289708,
EN300-7415541,Cc1c2ccc(C(=O)O)cc2nn1C,,289709,
EN300-7421190,Cn1nc(Br)c2ccc(C(=O)O)cc21,,289710,
EN300-36344534,O=C(O)c1ccc2cnn(C(F)F)c2c1,,289711,
EN300-28862035,Cc1c(C(=O)O)ccc2c(C)n(C)nc12,,289712,
EN300-28862357,Cc1nn(C)c2c(C)c(C(=O)O)ccc12,,289713,
EN300-51834710,CC(C)(C)n1cc2ccc(C=O)cc2n1,,289714,
EN300-28250507,O=C(O)c1ccc2cn(C(F)F)nc2c1,,289715,
EN300-28861264,CCn1ncc2ccc(C(=O)OC)cc21,,289716,
EN300-51655305,CC(C)(C)n1cc2ccc(C(=O)O)cc2n1,,289717,
EN300-12581639,CC(C)(C)OC(=O)n1ncc2ccc(C(=O)O)cc21,,289718,
EN300-2488768,Cc1nc(CCN)co1,,289813,
EN300-330071,Cn1nc(C(=O)O)c2cc(Br)ccc21,,289805,
EN300-119797,Cc1nc(CCN)c(C)o1,,289814,
EN300-7417922,Cn1nc(C(=O)O)c2cc([N+](=O)[O-])ccc21,,289806,
EN300-37378191,O=C(O)c1nn(C(F)(F)F)c2ccccc12,,289807,
EN300-28271055,COC(=O)C(N)Cc1cocn1,,289815,
EN300-28943359,COC(=O)c1ccc2c(c1)c(C(=O)O)nn2C,,289808,
EN300-52237006,COC(=O)c1nn(CC(=O)O)c2ccccc12.O=C(O)C(F)(F)F,,289809,
EN300-62193,NCCc1coc(-c2ccccc2)n1,,289816,
EN300-16573512,O=C1NCC(Cn2nc(C(=O)O)c3ccccc32)O1,,289811,
EN300-28273161,CC(C)(C)OC(=O)C(N)Cc1cocn1,,289817,
EN300-1168653,Cc1oc(-c2ccccc2)nc1CCN.Cl.Cl,,289818,
EN300-64464,Cl.NCCc1coc(-c2ccc(F)cc2)n1,,289819,
EN300-62194,Cc1ccc(-c2nc(CCN)co2)cc1,,289820,
EN300-200108,CC(C)(CN)c1coc(-c2ccccc2)n1,,289821,
EN300-345010,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,,289812,
EN300-7373094,O=C(O)c1nn(Cc2ccccc2)c2ccccc12,,289810,
EN300-262208,Cl.Cl.N[C@H]1C[C@@H](N2CCCC2)C1,,289917,
EN300-300506,Clc1nc(CC2CC2)ns1,,289920,
EN300-307194,CC(C)(C)Cc1nsc(Cl)n1,,289921,
EN300-93740,N#CC(N)CCN1CCCC1,,289918,
EN300-295546,Cl.NC1CCCC(N2CCCC2=O)C1,,289919,
EN300-27147611,C[C@H](O)c1ccc(Br)nc1.Cl,,290028,
EN300-322263,CC(O)c1ccc(F)nc1,,290029,
EN300-5042914,CC(C)(O)c1ccc(N)nc1,,290042,
EN300-23906539,CCC(O)c1ccc(Br)nc1,,290044,
EN300-260656,Cc1ccc(C2(O)CCNC2)cn1.Cl.Cl,,290072,
EN300-362985,OC(c1ccc(Cl)nc1)C(F)(F)F,,290073,
EN300-213873,OC(c1ccc(Br)nc1)C(F)(F)F,,290076,
EN300-362986,OC(c1cncc(Br)c1)C(F)(F)F,,290078,
EN300-77460,O=C(O)[C@@H]1C[C@H]2CC[C@@H]1O2,,290235,
EN300-9464456,COc1cccc2c1CCCC2(O)CN,,290284,
EN300-27777603,O=C(O)[C@H]1C[C@H]2C[C@@H]1CO2,,290234,
EN300-1228565,COc1ccc2c(c1)CCCC2(O)CN,,290285,
EN300-124400,COc1ccc2c(c1)C(O)(CN)CCC2.Cl,,290286,
EN300-303545,CC(CC(=O)O)C1CCCO1,,290237,
EN300-226468,O=C(O)C1(Cl)CC2CCC1O2,,290236,
EN300-300587,CC(CC1CCCO1)C(=O)O,,290239,
EN300-736819,O=C(O)C1CC2CCC(C1)O2,,290246,
EN300-24201793,O=C(O)C1CC2CC(=O)C1O2,,290247,
EN300-91814,CC1CCC(CCC(=O)O)O1,,290238,
EN300-26977835,C[C@]12C[C@@H](CO1)[C@H](C(=O)O)C2,,290240,
EN300-6482359,C[C@@]1(C(=O)O)C[C@@H]2CC[C@H]1O2,,290243,
EN300-373400,O=C(O)[C@@H]1C[C@@H]2O[C@H]1[C@H]1C[C@H]12,,290248,
EN300-805027,O=C(O)[C@@H]1C[C@H]1C1CCCO1,,290241,
EN300-250505,O=C(O)CC1CC2CCC1O2,,290242,
EN300-1724117,O=C(O)C1CC2(CCCO2)C1,,290244,
EN300-26277046,O=C(O)C12CC3OC1C2C3O,,290249,
EN300-6823257,O=C(O)CC1CC2COC1C2,,290245,
EN300-374314,CC1(C)COC(CCC(=O)O)C1,,290250,
EN300-1247760,CC(C)(CC1CCCO1)C(=O)O,,290253,
EN300-1949344,O=C(O)C(F)(F)CC1CCCO1,,290251,
EN300-6764836,O=C(O)C1CC2OC1C(O)C2O,,290257,
EN300-3029102,CC1CCC(C2CC2C(=O)O)O1,,290256,
EN300-45792443,O=C(O)[C@H]1[C@H]2CC[C@H](O2)C1(F)F,,290258,
EN300-47305717,CC1(C(=O)O)CC2(CCCO2)C1,,290254,
EN300-7563640,CC12CCC(C)(O1)C(C(=O)O)C2,,290259,
EN300-367172,O=C(O)C1CC2OC1C1C2C1(F)F,,290263,
EN300-37341145,O=C(O)C1C2CCC(O2)C1C(F)F,,290264,
EN300-52417427,CC1(C)COC(C)(CCC(=O)O)C1,,290262,
EN300-310745,O=C(O)[C@H]1[C@H]2C(=O)OC[C@]23CC[C@H]1O3,,290266,
EN300-366784,COC(=O)CC[C@H]1CC[C@@H](C(=O)O)O1,,290269,
EN300-245795,O=C(O)C1CCCCC1C1CCCO1,,290270,
EN300-136226,O=C(O)C1C2CCC(O2)C1C(F)(F)F,,290271,
EN300-264040,O=C(O)C(CC1CCCO1)C(F)(F)F,,290267,
EN300-269789,O=C(O)CCC1CCC(C2OCCO2)O1,,290272,
EN300-333394,CC(C)(C)OC(=O)CCC1CC(C(=O)O)CO1,,290273,
EN300-634607,CC(C)(C)OC(=O)NC(CC1CCCO1)C(=O)O,,290275,
EN300-107565,O=C(O)C(Cc1cccc(Br)c1)CC1CCCO1,,290274,
EN300-1478705,CC(C)(C)OC(=O)N1[C@@H](C(=O)O)C[C@H]2OCC[C@H]21,,290277,
EN300-6505092,O=C(O)CCC1CCCC(=O)N1,,285137,
EN300-1168894,N#CCN(CC#N)c1ccc(N)cc1,,290431,
EN300-51817218,Cl.O=C(O)[C@H]1CCN2CCCC[C@H]2C1,,290430,
EN300-1241131,Cc1ccc(C2CCN2)cc1,,290452,
EN300-8637619,O=C(O)C1CC(=O)N2CCCCC2C1,,290440,
EN300-1664793,Cc1cccc(C2NCC2C)c1,,290461,
EN300-1868722,Cc1cccc(C)c1C1CCN1,,290468,
EN300-1247045,Cc1ccc(C2NCC2C)cc1,,290463,
EN300-878259,O=C(O)CCCN1CCCCC1=O,,290438,
EN300-172650,COc1cccc(C2CCN2)c1,,290458,
EN300-27748605,CN1C[C@@H](N)[C@H]1c1ccccc1,,290476,
EN300-7550650,COc1cc(C2CCN2)ccc1Br.Cl,,290474,
EN300-3243498,Brc1ccc(C2NCC23CCC3)cc1,,290479,
EN300-135594,CC(C)(C)OC(=O)NC1CCN(CCCC(=O)O)CC1,,290444,
EN300-196189,CC(Br)C(=O)C1=CC=CO1,,285167,
EN300-03529,Cn1c(S)nnc1-c1ccncc1,,290787,
EN300-13628,Sc1nnc(-c2ccncc2)n1C1CC1,,290791,
EN300-110628,C=C(C)Cn1c(S)nnc1-c1ccncc1,,290794,
EN300-08326,Sc1nnc(-c2ccncc2)n1Cc1ccco1,,290797,
EN300-05570,Sc1nnc(-c2ccncc2)n1Cc1ccccc1,,290803,
EN300-8190840,O=C(O)c1cc2n(c(=O)c1)CCS2,,290835,
EN300-6970573,NC1(CF)COC1,,290847,
EN300-126476,COCC(N)C#N.Cl,,290857,
EN300-7133702,CC(N)C1CCO1,,290869,
EN300-26532502,Cl.NC1CC2CCC1O2,,290890,
EN300-252177,CC[C@@H]1OCC[C@H]1N,,290892,
EN300-244939,C=C[C@@H]1OCC[C@H]1N.Cl,,290894,
EN300-331505,COCC(C)(N)CO.Cl,,290908,
EN300-54915,CCOCC(C)N,,285764,
EN300-127705,CC(C)(C)Sc1cc(C(=O)O)ccn1,,290836,
EN300-399812,NC1COC2(CC2)C1,,290918,
EN300-140504,C=CC(N)COC,,290883,
EN300-295875,CC(N)C1CCCO1.Cl,,290924,
EN300-216145,COC(=O)[C@@H](N)CCl.Cl,,290900,
EN300-219239,CCOC[C@@H](N)CO.Cl,,290897,
EN300-34175,COC(=O)C(N)CS,,290889,
EN300-74110,O=C(O)c1ccnc(SCC(F)(F)F)c1,,290837,
EN300-70821,COCC(C)(C)N.Cl,,290862,
EN300-191927,COCC(N)CO.Cl,,290886,
EN300-7431966,COC[C@@H](N)CF.Cl,,290852,
EN300-71341,COC(=O)[C@@H](N)CO.Cl,,290906,
EN300-57781,COC(=O)C(C)(C)N,,290905,
EN300-53344,O=C(O)c1ccnc(SCc2ccccc2)c1,,290838,
EN300-197182,CC1(N)COC1,,290841,
EN300-45157183,CC(Sc1ccc(Br)c(Br)n1)C(=O)O,,290407,
EN300-395313,COC(=O)[C@H]1CCCN1.Cl,,291303,
EN300-46760729,COCC12CCC(CC1)N2.Cl,,291328,
EN300-46674129,COC[C@@H]1CC(C)(C)CN1.Cl,,291331,
EN300-26982437,COC[C@H]1NC[C@H](O)[C@@H]1O.Cl,,291332,
EN300-52267483,COC[C@H]1CC[C@@H](COC)N1.Cl,,291372,
EN300-123323,CCOC(=O)C12CC1CCN2.Cl,,291375,
EN300-19576842,COC(=O)C1CCC2(CCC2)N1,,291388,
EN300-52654846,C#CC12CCC(C(=O)OC)(CC1)N2.Cl,,291437,
EN300-46898463,COCC12CCC(C(=O)OC)(CC1)N2.Cl,,291460,
EN300-52014978,COC(=O)C12CCC(C(F)F)(CC1)N2.Cl,,291463,
EN300-305611,O=C(O)CC1NC(=O)c2ccccc21,,291869,
EN300-37391511,Cl.Cl.NC1CCCN2CCOCC12,,291873,
EN300-7463667,COC(=O)CN1CCCC(N)C1.Cl.Cl,,291875,
EN300-9429726,CN1C(=O)c2ccccc2C1CC(=O)O,,291870,
EN300-205540,NC1CCCN(CCOC2CCCCO2)C1,,291878,
EN300-45761572,CN1C(=O)[C@@H](F)C[C@H]1C(=O)O,,291909,
EN300-33328514,OCC1(n2cccn2)CC1,,291921,
EN300-718785,CCN1C(=O)CCC1C(=O)O,,291910,
EN300-28246917,CC(C)(CO)n1cc(I)cn1,,291922,
EN300-2554443,CCCN1C(=O)CCC1C(=O)O,,291912,
EN300-366499,CC(C)N1C(=O)CC[C@H]1C(=O)O,,291914,
EN300-3044054,O=C(O)C1CCC(=O)N1C1CC1,,291913,
EN300-1719124,OCC1(n2cc(Br)cn2)CC1,,291923,
EN300-26979495,Cl.Cl.OCC1(n2cccn2)CNC1,,291924,
EN300-7536978,COC(=O)[C@@H]1CC(=O)N(C)[C@H]1C(=O)O,,291917,
EN300-29993,CCNN.Cl.Cl,,292126,
EN300-6490339,COC(=O)c1cc(C2CC2)ncc1Br,,292524,
EN300-1704857,Cl.Cl.NNCCF,,292128,
EN300-260632,C#CCNN.Cl,,292131,
EN300-40989,CCCNN.Cl.Cl,,292132,
EN300-124536,CC(C)CNN.Cl.Cl,,292136,
EN300-131120,Cl.NNCC(=O)O,,292140,
EN300-169986,Cl.NNCC(F)F,,292142,
EN300-29516,Cl.Cl.NNCC1CC1,,292143,
EN300-1251920,CSCCNN,,292145,
EN300-207054,C=C(C)CNN,,292146,
EN300-208494,CC(O)CNN,,292147,
EN300-52487413,CC#CCNN.Cl.Cl,,292148,
EN300-6489266,CCCCNN.Cl.Cl,,292150,
EN300-22299,N#CCCNN,,292153,
EN300-2009507,Cl.Cl.NNC1CSC1,,292156,
EN300-20868752,C#CCCNN.Cl.Cl,,292158,
EN300-27752342,C=CCCNN.Cl.Cl,,292159,
EN300-28311858,C=CC(C)NN.Cl.Cl,,292160,
EN300-70434,Cl.Cl.NNCCCO,,292161,
EN300-43773,COCCNN.Cl.Cl,,292162,
EN300-78191,CCC(CC)NN.Cl.Cl,,292166,
EN300-42568,C1CN2CCC1N2.Cl.Cl,,292168,
EN300-41270,CC(C)C(C)NN.Cl.Cl,,292169,
EN300-36530,CC(C#N)CNN,,292170,
EN300-120294,CSCC(=O)NN,,292171,
EN300-124589,CN1CCC(N)=N1.Cl,,292172,
EN300-37536,CC(C)CCNN.Cl.Cl,,292173,
EN300-127123,COCC(C)NN.Cl,,292174,
EN300-66385,Cl.Cl.NNCC(F)(F)F,,292176,
EN300-31485,CN(C)CCNN.Cl.Cl.Cl,,292177,
EN300-43718,CC(NN)C1CC1.Cl.Cl,,292179,
EN300-119939,CCCCCNN.Cl.Cl,,292180,
EN300-212203,Cl.Cl.NNC1CCSC1,,292181,
EN300-103804,NNc1nnc[nH]1,,292182,
EN300-210972,CC(CO)CNN.Cl.Cl,,292183,
EN300-260585,CCC(O)CNN.Cl.Cl,,292185,
EN300-1068236,Cl.Cl.NNCC1CCC1,,292187,
EN300-34985,Cl.Cl.NNC1CCCC1,,292188,
EN300-16236,CC1=NNC(=O)C1,,292189,
EN300-685069,CCC1CC=NN1,,292190,
EN300-112583,Cl.Cl.NNC1CCOC1,,292193,
EN300-216066,CCOCCNN.Cl.Cl,,292194,
EN300-7587663,C[C@H](NN)C(=O)O.Cl,,292196,
EN300-245160,Cl.NNc1nncs1,,292197,
EN300-6473620,Cl.Cl.NNc1ncns1,,292198,
EN300-29517,CC(C)(C)CNN.Cl.Cl,,292199,
EN300-1818630,CC1(NN)COC1,,292201,
EN300-191301,COCCCNN.Cl.Cl,,292203,
