id,smiles,tag
299804,Cc1nc(C)n(CCNC(=O)c2nn(C)c3ccc(F)cc23)n1,True
299805,CN(CCn1cnc(Br)n1)C(=O)c1nn(C)c2ccc(F)cc12,True
299806,Cn1nc(C(=O)NCCn2nc(Br)nc2Br)c2cc(F)ccc21,True
299807,CNC(=O)Cn1cnc(NC(=O)c2nn(C)c3ccc(F)cc23)n1,True
299808,Cc1nc(C)n(C2CN(C(=O)c3nn(C)c4ccc(F)cc34)C2)n1,True
299809,Cc1nc2n(n1)CC(NC(=O)c1nn(C)c3ccc(F)cc13)CC2,True
299810,CC(C)C(Cn1cncn1)NC(=O)c1nn(C)c2ccc(F)cc12,True
299811,Cn1nc(C(=O)N2CC(O)C(n3cncn3)C2)c2cc(F)ccc21,True
299812,CN(C)CCn1cnc(NC(=O)c2nn(C)c3ccc(F)cc23)n1,True
299813,Cn1nc(C(=O)NCC2(n3cncn3)CCC2)c2cc(F)ccc21,True
299814,CCc1nc2n(n1)CC(NC(=O)c1nn(C)c3ccc(F)cc13)CC2,True
299815,CN(C)C(=O)Cn1cnc(NC(=O)c2nn(C)c3ccc(F)cc23)n1,True
299816,Cn1nc(C(=O)NCC(n2cncn2)C(F)(F)F)c2cc(F)ccc21,True
299817,COC(=O)C(Cn1cncn1)NC(=O)c1nn(C)c2ccc(F)cc12,True
299818,COC(=O)c1ncn(CCNC(=O)c2nn(C)c3ccc(F)cc23)n1,True
299819,Cn1nc(C(=O)N2CCn3ncnc3C2C(=O)[O-])c2cc(F)ccc21,True
299820,Cn1nc(C(=O)N2Cc3ncnn3CC2C(=O)[O-])c2cc(F)ccc21,True
